sentence,priority
"Unlike the nauseating fictions peddled by such ` Have-yourself-a-happy-little-Holocaust ' movies as Life Is Beautiful and Jakob the Liar , The Grey Zone is honest enough to deny the possibility of hope in Auschwitz .",0
A compelling allegory about the last days of Germany 's democratic Weimar Republic .,0
"for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience",0
"The film gets close to the chimps the same way Goodall did , with a serious minded patience , respect and affection .",0
"All 's well that ends well , and rest assured , the consciousness-raising lessons are cloaked in gross-out gags .",0
"It does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity .",0
"Kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .",0
Delirious fun .,0
"It 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",0
"-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it .",0
"The scope of the Silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . .",0
"Literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds .",0
"Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .",0
Final verdict : You 've seen it all before .,0
"Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",0
"It 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it .",0
"In the real world , an actor this uncharismatically beautiful would have a r̩sum̩ loaded with credits like `` Girl in Bar # 3 . ''",0
Fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters .,0
"Director Benoit Jacquot , making his first opera-to-film translation with Tosca , conveys the heaving passion of Puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",0
"Humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way .",0
I love the robust middle of this picture .,0
"-LRB- F -RRB- rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .",0
"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",0
Red Dragon makes one appreciate Silence of the Lambs .,0
"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",0
"It might be ` easier ' to watch on video at home , but that should n't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience .",0
Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,0
"In questioning the election process , Payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the Iranian people already possess , with or without access to the ballot box .",0
"An enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",0
"You end up simply admiring this bit or that , this performance or that .",0
Reno himself can take credit for most of the movie 's success .,0
"The action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises .",0
An endearingly offbeat romantic comedy with a great meet-cute gimmick .,0
But it 's defiantly and delightfully against the grain .,0
"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",0
Recalls quiet freak-outs like L'Avventura and Repulsion .,0
It leaves little doubt that Kidman has become one of our best actors .,0
"Their film falters , however , in its adherence to the Disney philosophy of required poignancy , a salute that I 'd hoped the movie would avoid .",0
The draw -LRB- for `` Big Bad Love '' -RRB- is a solid performance by Arliss Howard .,0
Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .,0
This sort of cute and cloying material is far from Zhang 's forte and it shows .,0
- I also wanted a little alien as a friend !,0
"It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",0
"Both flawed and delayed , Martin Scorcese 's Gangs of New York still emerges as his most vital work since GoodFellas .",0
A sentimental but entirely irresistible portrait of three aging sisters .,0
"Proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .",0
Not one moment in the enterprise did n't make me want to lie down in a dark room with something cool to my brow .,0
