sentence,priority
A film that will probably please people already fascinated by Behan but leave everyone else yawning with admiration .,0
What little grace -LRB- Rifkin 's -RRB- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .,0
Makes one thing abundantly clear .,0
"Plays like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .",0
"Director George Hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .",0
"Watching E.T now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .",0
A film about a young man finding God that is accessible and touching to the marrow .,0
It 's only in fairy tales that princesses that are married for political reason live happily ever after .,0
A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,0
How about starting with a more original story instead of just slapping extreme humor and gross-out gags on top of the same old crap ?,0
"Though Ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention .",0
"`` My god , I 'm behaving like an idiot ! ''",0
Overcomes its visual hideousness with a sharp script and strong performances .,0
"The movie takes itself too seriously and , as a result , it makes for only intermittent fun .",0
"Thanks to Scott 's charismatic Roger and Eisenberg 's sweet nephew , Roger Dodger is one of the most compelling variations on In the Company of Men .",0
Campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over Rafael 's evolution .,0
I liked this film a lot ...,0
would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman . ',0
"This is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , Scorsese 's best in more than a decade .",0
"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",0
"Fun , flip and terribly hip bit of cinematic entertainment .",0
"While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .",0
Visually sumptuous but intellectually stultifying .,0
"Even when he 's not at his most critically insightful , Godard can still be smarter than any 50 other filmmakers still at work .",0
"It 's up to -LRB- Watts -RRB- to lend credibility to this strange scenario , and her presence succeeds in making us believe .",0
"Offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .",0
"and your reward will be a thoughtful , emotional movie experience .",0
It sends you away a believer again and quite cheered at just that .,0
"Like its New England characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .",0
Able to provide insight into a fascinating part of theater history .,0
"I would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable .",0
An utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,0
"With an emotional sterility to match its outer space setting , Soderbergh 's spectacular swing for the fence yields only a spectacular whiff .",0
"... the good and different idea -LRB- of middle-aged romance -RRB- is not handled well and , except for the fine star performances , there is little else to recommend `` Never Again . ''",0
Vulgar is too optimistic a title .,0
"Although Life or Something Like It is very much in the mold of feel-good movies , the cast and director Stephen Herek 's polished direction pour delightfully piquant wine from aged bottles .",0
Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,0
I liked a lot of the smaller scenes .,0
A long slog for anyone but the most committed Pokemon fan .,0
"Despite its old-hat set-up and predictable plot , Empire still has enough moments to keep it entertaining .",0
"Mr. Tsai is a very original artist in his medium , and What Time Is It There ?",0
"If you can push on through the slow spots , you 'll be rewarded with some fine acting .",0
Too simple for its own good .,0
"The leads are natural and lovely , the pace is serene , the humor wry and sprightly .",0
"All in all , The Count of Monte Cristo is okay , but it is surely no classic , like the novel upon which it is based .",0
Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .,0
"Happily , some things are immune to the folly of changing taste and attitude .",0
You may feel compelled to watch the film twice or pick up a book on the subject .,0
"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",0
